,country,page,last_edit,article_quality
32603,New Zealand,Jim Edwards (political activist),784641175,Stub
32604,New Zealand,Pepene Eketone,757681441,Stub
32605,New Zealand,John Gordon Eliott,760631042,Stub
32606,New Zealand,Charles Elliott (politician),749346665,Stub
32607,New Zealand,James Escott,776841235,Stub
32608,New Zealand,Betsy Robertson Eyre,759941378,Start
32609,New Zealand,James Farmer (politician),797632717,Stub
32610,New Zealand,Harry Farnall,784679223,Stub
32611,New Zealand,Henry Feldwick,803912827,Stub
32612,New Zealand,James Burne Ferguson,757681740,Start
32613,New Zealand,Roy Ferguson,749347303,Stub
32614,New Zealand,John Alexander Finlayson,759439551,Start
32615,New Zealand,James Temple Fisher,703569338,Stub
32616,New Zealand,James Bickerton Fisher,725104025,Stub
32617,New Zealand,John Fisher (New Zealand politician),776844249,Stub
32618,New Zealand,Henry Samuel Fitzherbert,757682175,Stub
32619,New Zealand,David Thomas Fleming,757682228,Stub
32620,New Zealand,Ian Fletcher (diplomat),759173368,Start
32621,New Zealand,Flora McMillan Forde,757682353,Stub
32622,New Zealand,Gregory Fortuin,757682356,Stub
32623,New Zealand,Francis Humphris Fraser,717051000,Stub
32624,New Zealand,Thomas Fraser (New Zealand politician),737973842,Stub
32625,New Zealand,William Mackenzie Fraser,763711123,Stub
32626,New Zealand,James Fulton (New Zealand politician),725106065,Stub
32627,New Zealand,May Edith Evelyn Furey,772036315,Stub
32628,New Zealand,Timothy Gallagher (politician),757682447,Stub
32629,New Zealand,George Joseph Garland,796656501,Stub
32630,New Zealand,Aileen Anna Maria Garmson,737975268,Stub
32631,New Zealand,William John Geddis,746250771,Stub
32632,New Zealand,William Gibbs (New Zealand politician),717714613,Stub
32633,New Zealand,Zillah Smith Gill,760467434,Start
32634,New Zealand,John Lillie Gillies,757682958,Stub
32635,New Zealand,Robert Gillies (New Zealand politician),757499572,Stub
32636,New Zealand,Hamilton Gilmer,757683124,Start
32637,New Zealand,William Girling,776853055,Stub
32638,New Zealand,Francis Gledhill,763711142,Stub
32639,New Zealand,Albert Glover,737974236,Start
32640,New Zealand,James Goodall,797528115,Start
32641,New Zealand,Sandra Goudie,799702128,Start
32642,New Zealand,Ethel Marion Gould,763711038,Stub
32643,New Zealand,James Gow (politician),737974363,Stub
32644,New Zealand,Lawrence Grace,776853741,Stub
32645,New Zealand,Andrew Graham (politician),799622230,Start
32646,New Zealand,Charles Christie Graham,784869562,Start
32647,New Zealand,Robert Graham (New Zealand politician),749347308,Stub
32648,New Zealand,William Australia Graham,787255897,Stub
32649,New Zealand,Ernest Gray (New Zealand politician),757498847,Stub
32650,New Zealand,James Green (New Zealand politician),716826227,Stub
32651,New Zealand,Matthew Green (New Zealand politician),750331178,Stub
32652,New Zealand,John Grigg (politician),804542430,Stub
32653,New Zealand,William Grounds,757681408,Stub
32654,New Zealand,Bill Gudgeon,755810131,Start
32655,New Zealand,David Guthrie,759129587,Stub
32656,New Zealand,Ihaka Hakuene,712058133,Stub
32657,New Zealand,Arthur Hall (New Zealand politician),737973490,Stub
32658,New Zealand,George Williamson Hall,737973518,Stub
32659,New Zealand,Edwin Henry Staples Hamilton,721199819,Stub
32660,New Zealand,Donald Hankinson,775512937,Stub
32661,New Zealand,Alfred Harding,720594391,Start
32662,New Zealand,Charles Albert Creery Hardy,787165628,Stub
32663,New Zealand,Edward Hargreaves,757681790,Stub
32664,New Zealand,Joseph Hargreaves (politician),763711166,Stub
32665,New Zealand,Leonard Harper,737973632,Stub
32666,New Zealand,Henry Shafto Harrison,757682059,Stub
32667,New Zealand,Robert Hart (politician),723473108,Stub
32668,New Zealand,Frederick Haselden,737973664,Start
32669,New Zealand,Charles Edward Haughton,784719824,Stub
32670,New Zealand,Richard Hawke,737973686,Stub
32671,New Zealand,Oswald Hawken,763711116,Stub
32672,New Zealand,William Hayward (politician),737973712,Stub
32673,New Zealand,Theophilus Heale,757682276,Stub
32674,New Zealand,Joseph Henry (politician),782548442,Stub
32675,New Zealand,George Hepburn (politician),776845243,Stub
32676,New Zealand,Ian Hill (diplomat),757682396,Stub
32677,New Zealand,John Bird Hine,749321374,Stub
32678,New Zealand,John Te One Hippolite,776845734,Stub
32679,New Zealand,Richard Hobbs (politician),739019530,Start
32680,New Zealand,Frank Hockly,750331166,Stub
32681,New Zealand,Samuel Hodgkinson,737974025,Stub
32682,New Zealand,James Thomas Hogan,757682566,Stub
32683,New Zealand,James Holmes (politician),776846377,Stub
32684,New Zealand,John Holmes (New Zealand politician),805481501,Stub
32685,New Zealand,John Howell (pioneer),737974130,Stub
32686,New Zealand,Henry Howorth (New Zealand politician),757682856,Stub
32687,New Zealand,Robert Hughes (conservationist),776847255,Start
32688,New Zealand,Francis Hull,757683071,Stub
32689,New Zealand,George Robert Hunter,717714555,Stub
32690,New Zealand,Henry Anthony Ingles,783709214,Start
32691,New Zealand,Harold Hirst Innes,749772130,Stub
32692,New Zealand,George Ireland (politician),757683160,Stub
32693,New Zealand,Charles Beard Izard,789258760,Start
32694,New Zealand,Henry Jackson (New Zealand politician),750497122,Stub
32695,New Zealand,Syd Jackson (Māori activist),757683318,Stub
32696,New Zealand,James Peter Speid Jamieson,764148121,Start
32697,New Zealand,Owen Jennings,737974314,Stub
32698,New Zealand,Frank Jolly,757449545,Stub
32699,New Zealand,George Jones (New Zealand politician),750306681,Start
32700,New Zealand,John Richard Jones,724827562,Stub
32701,New Zealand,William Jones (New Zealand politician),757681177,Stub
32702,New Zealand,Henare Kaihau,749372533,Stub
32703,New Zealand,Eparaima Te Mutu Kapa,784653410,Start
32704,New Zealand,Wi Katene,789835311,Start
32705,New Zealand,James Kelham,790716311,Stub
32706,New Zealand,Edward Kellett (New Zealand politician),737973501,Stub
32707,New Zealand,Francis Kelly (New Zealand politician),748080922,Start
32708,New Zealand,Thomas Kelly (New Zealand politician),737973530,Stub
32709,New Zealand,Martin Kennedy (New Zealand politician),737973531,Stub
32710,New Zealand,Courtney Kenny,776841444,Stub
32711,New Zealand,William Kenny (New Zealand politician),757681702,Start
32712,New Zealand,John Kerr (Auckland politician),803148651,Stub
32713,New Zealand,John Kerr (Nelson politician),762895795,Stub
32714,New Zealand,Stephen King (conservationist),698635954,Start
32715,New Zealand,Matthew Kirkbride,757681756,Stub
32716,New Zealand,Gary Knapp,789268951,Stub
32717,New Zealand,Thomas Kynnersley,759944241,Stub
32718,New Zealand,Edward Lake (politician),757682151,Start
32719,New Zealand,James Dupré Lance,784724943,Stub
32720,New Zealand,Frank Lark,757682327,Stub
32721,New Zealand,Edward Lee (politician),757682376,Stub
32722,New Zealand,George Leslie Lee,789258801,Start
32723,New Zealand,Walter Lee (New Zealand politician),787253732,Stub
32724,New Zealand,Frank Lethbridge,757682575,Stub
32725,New Zealand,John Lewthwaite,772156706,Start
32726,New Zealand,Joseph Linklater,755114975,Stub
32727,New Zealand,Murray Linton,757682583,Stub
32728,New Zealand,Henry Livingstone,776846465,Stub
32729,New Zealand,John Yeeden Lloyd,757682600,Stub
32730,New Zealand,Samuel Locke (New Zealand politician),757682606,Stub
32731,New Zealand,Andrew Loughrey,759944232,Stub
32732,New Zealand,John Lundon,784763965,Start
32733,New Zealand,Hugh Lusk,788548619,Stub
32734,New Zealand,Maanu Paul,663783398,Stub
32735,New Zealand,Douglas Hastings Macarthur,776848020,Stub
32736,New Zealand,John Sangster Macfarlane,737974159,Start
32737,New Zealand,Thomas Macfarlane,784785049,Stub
32738,New Zealand,Thomas MacGibbon,757500543,Stub
32739,New Zealand,John MacGregor (New Zealand politician),737974285,Stub
32740,New Zealand,Clutha Mackenzie,775782785,Start
32741,New Zealand,Francis Wallace Mackenzie,750621474,Stub
32742,New Zealand,Scobie Mackenzie,757683477,Start
32743,New Zealand,Andrew Maginnity,737974348,Stub
32744,New Zealand,Emily Maguire (politician),736534295,Start
32745,New Zealand,Rehutai Maihi,737974352,Stub
32746,New Zealand,David Forsyth Main,775764762,Stub
32747,New Zealand,Ken Mair,757683696,Stub
32748,New Zealand,Alexander Malcolm,797633194,Stub
32749,New Zealand,Jean Michel Camille Malfroy,759944227,Stub
32750,New Zealand,Lloyd Mandeno,757500444,Stub
32751,New Zealand,Francis Mander,804933697,Start
32752,New Zealand,Henry Manders,764875166,Stub
32753,New Zealand,George Albert Marchant,776842882,Stub
32754,New Zealand,Jenny Marcroft,750492768,Stub
32755,New Zealand,Albin Martin,737974983,Stub
32756,New Zealand,John Martin (New Zealand politician),784651808,Start
32757,New Zealand,Hoeroa Marumaru,737973467,Stub
32758,New Zealand,John Mason (New Zealand politician),763711077,Stub
32759,New Zealand,Thomas Mason (politician),784665832,Stub
32760,New Zealand,Christina Allan Massey,757681650,Stub
32761,New Zealand,Jack Massey (politician),776920932,Stub
32762,New Zealand,Walter William Massey,717051098,Stub
32763,New Zealand,Edward Masters,757681716,Stub
32764,New Zealand,Joseph Masters,788171049,Stub
32765,New Zealand,Joseph May (politician),757681820,Stub
32766,New Zealand,Tui Alfreda Mayo,763711187,Start
32767,New Zealand,Mary Ann Recknall McCarthy,763765865,Stub
32768,New Zealand,Patrick McCaughan,759288047,Stub
32769,New Zealand,Allan McDonald (New Zealand politician),784725276,Start
32770,New Zealand,James McDonald (New Zealand politician),769695739,Stub
32771,New Zealand,Lauchlan McGillivray,757682328,Stub
32772,New Zealand,John McGlashan (politician),754400016,Start
32773,New Zealand,Felix McGuire,804234143,Stub
32774,New Zealand,Hugh McIlraith,756855787,Stub
32775,New Zealand,William Bernard McIlveney,767237711,Stub
32776,New Zealand,James McIndoe,737973909,Stub
32777,New Zealand,William McIntyre (New Zealand politician),806294764,Stub
32778,New Zealand,George McLean (New Zealand politician),796750955,Start
32779,New Zealand,Ewen McLennan,717860286,Start
32780,New Zealand,Bruce McLeod (politician),776846529,Start
32781,New Zealand,James McLeod (politician),737974065,Stub
32782,New Zealand,John McLeod (New Zealand politician),757500416,Stub
32783,New Zealand,David McMillan (politician),737974139,Stub
32784,New Zealand,Robert Thomas McMillan,757682945,Stub
32785,New Zealand,Edward Graham McMinn,787253678,Start
32786,New Zealand,Dorothy Pauline McNab,757500280,Stub
32787,New Zealand,Alexander McNeill (New Zealand politician),737974189,Stub
32788,New Zealand,Archibald McNicol,779648824,Start
32789,New Zealand,James McPherson (New Zealand politician),757683174,Stub
32790,New Zealand,Peter McSkimming,758911016,Stub
32791,New Zealand,Annie McVicar,721199977,Stub
32792,New Zealand,William Meldrum (general),779046436,Stub
32793,New Zealand,David Mervyn,757683595,Stub
32794,New Zealand,Henry Miller (New Zealand politician),757500310,Stub
32795,New Zealand,Robert Mitchell (New Zealand politician),750491714,Stub
32796,New Zealand,Tareha Te Moananui,757500248,Stub
32797,New Zealand,William Pollock Moat,749372516,Start
32798,New Zealand,Richard Monk,751674411,Stub
32799,New Zealand,Grant Morgan,737974507,Stub
32800,New Zealand,William Morgan (New Zealand politician),757202679,Start
32801,New Zealand,George Morris (New Zealand politician),774903165,Stub
32802,New Zealand,John Munro (New Zealand politician born 1839),737973291,Stub
32803,New Zealand,John Munro (New Zealand politician born c. 1798),797632476,Stub
32804,New Zealand,David Murdoch (politician),790558755,Stub
32805,New Zealand,William Archibald Murray,757681307,Stub
32806,New Zealand,Margaret Mutu,770405672,Start
32807,New Zealand,Hoani Nahi,762085223,Stub
32808,New Zealand,Patrick Nerheny,721200154,Stub
32809,New Zealand,Mabel Newlands,776841041,Stub
32810,New Zealand,Joseph Newman (politician),757681675,Stub
32811,New Zealand,Helen Lyster Nicol,804542709,Stub
32812,New Zealand,Wiremu Kerei Nikora,758380131,Stub
32813,New Zealand,Marmaduke Nixon,757077543,Start
32814,New Zealand,William Nurse,796211571,Start
32815,New Zealand,Arthur O'Callaghan,757681967,Stub
32816,New Zealand,Bernie Ogilvy,757314067,Stub
32817,New Zealand,Patrick Joseph O'Kane,737973645,Stub
32818,New Zealand,Henry Okey,776844412,Stub
32819,New Zealand,Arthur Robert Oliver,763610292,Start
32820,New Zealand,Richard Oliver (politician),776844806,Stub
32821,New Zealand,Alexander Paterson O'Shea,737975207,Stub
32822,New Zealand,Mete Paetahi,795274303,Start
32823,New Zealand,Doris Palmer,757682590,Start
32824,New Zealand,George Parker (New Zealand politician),757682597,Stub
32825,New Zealand,John Patterson (Southern Maori politician),737974080,Stub
32826,New Zealand,Mark Patterson (New Zealand politician),754761337,Stub
32827,New Zealand,John Topi Patuki,757682897,Stub
32828,New Zealand,Edward Pearce (politician),757682900,Stub
32829,New Zealand,George Pearce (New Zealand politician),717718990,Stub
32830,New Zealand,William Fisher Pearson,762627206,Stub
32831,New Zealand,Alexander Peebles,786375175,Stub
32832,New Zealand,Edwin Perry,790886823,Start
32833,New Zealand,William Perry (New Zealand politician),806294887,Stub
32834,New Zealand,Joseph Petrie,799292885,Stub
32835,New Zealand,Leonard Phillips,776848360,Stub
32836,New Zealand,Alfred Christopher Picard,799608963,Start
32837,New Zealand,Francis Pillans,798753744,Stub
32838,New Zealand,George Dean Pitt,755101742,Stub
32839,New Zealand,Hilcote Pitts-Brown,749372543,Stub
32840,New Zealand,William Postlethwaite,757683178,Start
32841,New Zealand,Thomas Potts,764556460,Stub
32842,New Zealand,Walter Powdrell,757314049,Stub
32843,New Zealand,Mary Sadler Powell,804234135,Stub
32844,New Zealand,Mac Price,737974442,Stub
32845,New Zealand,Algie Rainbow,749372486,Stub
32846,New Zealand,Neill Aylmer Rattray,759948600,Stub
32847,New Zealand,Charles Rawlins,797630038,Start
32848,New Zealand,George Read (New Zealand politician),737974510,Stub
32849,New Zealand,Henry Redwood,779970771,Stub
32850,New Zealand,Daniel Reese (politician),778971081,Stub
32851,New Zealand,Donald Reid (politician born 1850),757681127,Stub
32852,New Zealand,Alfred Renall,775918012,Stub
32853,New Zealand,Thomas Renwick,737973335,Stub
32854,New Zealand,Robert Reyburn,757681173,Stub
32855,New Zealand,William Hunter Reynolds,737973343,Start
32856,New Zealand,Robert Heaton Rhodes,712260390,Stub
32857,New Zealand,Francis Rich,784641585,Start
32858,New Zealand,George Richardson (New Zealand politician),749591358,Stub
32859,New Zealand,Ralph Richardson (politician born 1848),757681536,Start
32860,New Zealand,Andrew Richmond,757681593,Start
32861,New Zealand,Bill Rogers (New Zealand politician),757681679,Stub
32862,New Zealand,James Rolland,757681732,Stub
32863,New Zealand,William Rowe (politician),763711196,Stub
32864,New Zealand,Frederick Nene Russell,757681766,Stub
32865,New Zealand,Harold Arthur Russell,757681793,Stub
32866,New Zealand,James Rutherford (New Zealand politician),757682096,Start
32867,New Zealand,John Salmon (politician),800294304,Start
32868,New Zealand,Albert Samuel,771877183,Stub
32869,New Zealand,Oliver Samuel,759955171,Stub
32870,New Zealand,Patricia Schnauer,782804621,Stub
32871,New Zealand,Henry Scotland,737973720,Stub
32872,New Zealand,Graham Scott (public servant),763763249,Stub
32873,New Zealand,Robert Scott (New Zealand politician),763763273,Stub
32874,New Zealand,James Seaton (New Zealand politician),805059494,Start
32875,New Zealand,Arthur Sexton,804233498,Stub
32876,New Zealand,James Shanks,763711211,Stub
32877,New Zealand,Edward Shaw (politician),763711224,Stub
32878,New Zealand,Joseph Shephard,749080564,Stub
32879,New Zealand,Bill Shepherd (politician),783105882,Stub
32880,New Zealand,Thomas Luther Shepherd,763763243,Stub
32881,New Zealand,Robert Kirkpatrick Simpson,757682624,Stub
32882,New Zealand,Alexander Sligo,757682904,Start
32883,New Zealand,Francis Henry Smith,743818899,Stub
32884,New Zealand,Harold Smith (New Zealand politician),761396239,Start
32885,New Zealand,Kevin Smith (conservationist),757683089,Stub
32886,New Zealand,Murray Smith (New Zealand politician),759486918,Stub
32887,New Zealand,Ron Smith (peace activist),737974215,Stub
32888,New Zealand,William Speight,757683200,Start
32889,New Zealand,John Calcott St Quentin,724872220,Stub
32890,New Zealand,Henry St. Hill,757500658,Stub
32891,New Zealand,Henry Powning Stark,749375035,Stub
32892,New Zealand,William Stevenson (New Zealand politician born 1864),779291418,Stub
32893,New Zealand,George Vesey Stewart,775516216,Stub
32894,New Zealand,William Stewart (politician),759955238,Stub
32895,New Zealand,Andrew Agnew Stuart Menteath,793030291,Start
32896,New Zealand,Alexander Stuart (New Zealand politician),737974520,Stub
32897,New Zealand,John Studholme,757683995,Start
32898,New Zealand,James Sutter,763763300,Stub
32899,New Zealand,Fred Sutton,775658507,Stub
32900,New Zealand,William Turnbull Swan,759488479,Stub
32901,New Zealand,William Swanson (politician),757681320,Stub
32902,New Zealand,Hori Kerei Taiaroa,797632557,Stub
32903,New Zealand,Ihaia Tainui,750493046,Stub
32904,New Zealand,Hoani Taipua,798015829,Start
32905,New Zealand,Sydney Taiwhanga,789254429,Stub
32906,New Zealand,Karaitiana Takamoana,749591418,Start
32907,New Zealand,Thomas Tanner (politician),737973587,Stub
32908,New Zealand,Hori Tawhiti,805376278,Stub
32909,New Zealand,William Waring Taylor,789524823,Start
32910,New Zealand,Ropata Te Ao,737973626,Stub
32911,New Zealand,Frederick Teschemaker,757682102,Stub
32912,New Zealand,James Frederick Thompson,737973668,Stub
32913,New Zealand,G. M. Thomson,755114971,Stub
32914,New Zealand,Henry Stokes Tiffen,757500838,Stub
32915,New Zealand,Joseph Tole,761006664,Stub
32916,New Zealand,William Tolmie (politician),757682289,Stub
32917,New Zealand,Taite Te Tomo,737973802,Start
32918,New Zealand,George Henry Tribe,757682301,Stub
32919,New Zealand,Chris Trotter,763710944,Stub
32920,New Zealand,Richard Turnbull (politician),757682335,Stub
32921,New Zealand,Henry Hanson Turton,737973825,Stub
32922,New Zealand,Hugh Valentine,737973833,Start
32923,New Zealand,Nic Vallance,721200139,Stub
32924,New Zealand,Gustav von der Heyde,757682452,Start
32925,New Zealand,Lancelot Walker,737973960,Stub
32926,New Zealand,Julia Wallace,762962906,Stub
32927,New Zealand,Mark Wallace (community leader),774638709,Start
32928,New Zealand,James Wallis (New Zealand politician),784764804,Stub
32929,New Zealand,Mike Walsh (diplomat),757682937,Stub
32930,New Zealand,Edward Walter,800635039,Start
32931,New Zealand,Kenneth Wang,761757833,Start
32932,New Zealand,Crosbie Ward,737974150,Stub
32933,New Zealand,Lindsay Johnstone Watt,785841848,Start
32934,New Zealand,Frederick Wayne,784775099,Start
32935,New Zealand,George Webster (New Zealand politician),784779142,Stub
32936,New Zealand,James Balfour Wemyss,805748321,Start
32937,New Zealand,Agnes Louisa Weston,804220891,Stub
32938,New Zealand,Wiremu Te Wheoro,737974227,Stub
32939,New Zealand,Augustus White,737974265,Stub
32940,New Zealand,Charles Gilbert White,757683312,Stub
32941,New Zealand,Lloyd White (diplomat),757683401,Stub
32942,New Zealand,Thomas Henry Wigley,724891356,Stub
32943,New Zealand,Robert Wilkin (politician),763763738,Stub
32944,New Zealand,Henry Williams (New Zealand politician),757683616,Stub
32945,New Zealand,John William Williams,757684002,Stub
32946,New Zealand,Kenneth Williams (politician),737974552,Stub
32947,New Zealand,James Williamson (politician),737974554,Stub
32948,New Zealand,Charles Wilson (New Zealand Reform Party politician),737974556,Stub
32949,New Zealand,Isaac Wilson (New Zealand politician),757684121,Start
32950,New Zealand,Jonas Woodward,749376448,Stub
32951,New Zealand,Charles Woolcock,803976134,C
32952,New Zealand,Edward George Wright,803976908,C
32953,New Zealand,William Young (New Zealand politician),805089096,C
32954,New Zealand,Charles William Wyatt,800182885,Start
32955,New Zealand,George Clarke (judge),804010623,Stub
32956,New Zealand,Harry Dansey,757681521,Stub
32957,New Zealand,George Horne (politician),757103706,Start
32958,New Zealand,James Yems,707762072,Stub
32959,New Zealand,Robert Logan (politician),801616919,C
32960,New Zealand,"James Mackay (New Zealand politician, born 1831)",787249879,Start
32961,New Zealand,Margaret Magill,798621483,C
32962,New Zealand,Manahi Nitama Paewai,804256744,C
32963,New Zealand,John Palino,801972836,Start
32964,New Zealand,George Petersen (historian),745536776,Start
32965,New Zealand,Hoani Paraone Tunuiarangi,805079321,Start
32966,Nicaragua,Nora Astorga,803289828,Start
32967,Nicaragua,Gioconda Belli,763121694,Start
32968,Nicaragua,Violeta Chamorro,726815310,Stub
32969,Nicaragua,Martha Elena Ruiz Sevilla,805786965,C
32970,Nicaragua,Julia Mena,794465103,Start
32971,Nicaragua,Juanita Molina de Fromen,766788151,Start
32972,Nicaragua,Role of women in Nicaraguan Revolution,757682287,Start
32973,Nicaragua,Dora María Téllez,765780243,Start
32974,Nicaragua,Mercedes Tenorio,748220849,Stub
32975,Nicaragua,Enrique Bermúdez,791046232,GA
32976,Nicaragua,Jorge Salazar,803980721,Start
32977,Nicaragua,Anastasio Somoza Debayle,777163201,Start
32978,Nicaragua,Anastasio Somoza García,776846637,Stub
32979,Nicaragua,Arnoldo Alemán,787927455,Start
32980,Nicaragua,Tomás Borge,757103634,Start
32981,Nicaragua,Ernesto Cardenal,777767748,Stub
32982,Nicaragua,Francisco Castellón,705347109,Stub
32983,Nicaragua,Rosendo Chamorro,784777917,Start
32984,Nicaragua,Máximo Jerez,782757423,Stub
32985,Nicaragua,Ernesto Leal,797303861,Start
32986,Nicaragua,Herty Lewites,779527368,Stub
32987,Nicaragua,Eduardo Montealegre,757103798,Stub
32988,Nicaragua,Humberto Ortega,787210327,Start
32989,Nicaragua,Jaime Wheelock,801080883,C
32990,Nicaragua,Benjamín Zeledón,764869328,Start
32991,Nicaragua,Germán Sequeira,804087492,B
32992,Nicaragua,Omar Cabezas,794476590,C
32993,Nicaragua,Alfredo Gómez Urcuyo,752485158,Start
32994,Nicaragua,Edmundo Jarquín,708586153,Stub
32995,Nicaragua,Óscar Moncada,805088748,C
32996,Nicaragua,Sergio Ramírez,782973060,C
32997,Nicaragua,Manuel Fernando Zurita,801124951,GA
32998,Nicaragua,President of Nicaragua,721200228,Stub
32999,Nicaragua,Justo Abaunza,699692070,Stub
33000,Nicaragua,José de Jesús Alfaro,800324212,Start
33001,Nicaragua,Leonardo Argüello Barreto,796572283,Stub
33002,Nicaragua,Pablo Buitrago y Benavent,798505968,Stub
33003,Nicaragua,Manuel Antonio Blas Sáenz,800323645,Stub
33004,Nicaragua,Enrique Bolaños,705347050,Stub
33005,Nicaragua,Carlos Alberto Brenes,708586273,Stub
33006,Nicaragua,Evaristo Carazo,779043252,Stub
33007,Nicaragua,Adán Cárdenas,795004281,Start
33008,Nicaragua,Chamorro (family),801611274,B
33009,Nicaragua,Pedro Joaquín Chamorro Alfaro,801718386,Start
33010,Nicaragua,Diego Manuel Chamorro,799995608,Start
33011,Nicaragua,Emiliano Chamorro Vargas,801544472,Start
33012,Nicaragua,Fruto Chamorro,755864624,Stub
33013,Nicaragua,Ignacio Chávez (President of Nicaragua),802723809,C
33014,Nicaragua,Rosalío Cortés,705349139,Start
33015,Nicaragua,Joaquín del Cosío,705346794,Stub
33016,Nicaragua,José Vicente Cuadra,705347243,Stub
33017,Nicaragua,Adolfo Díaz,705347173,Start
33018,Nicaragua,Nazario Escoto,777422585,Stub
33019,Nicaragua,Juan José Estrada,744054397,Stub
33020,Nicaragua,José Dolores Estrada (President of Nicaragua),705346842,Stub
33021,Nicaragua,José María Estrada,749185335,Stub
33022,Nicaragua,José María Guerrero de Arcos y Molina,717103901,Stub
33023,Nicaragua,Lorenzo Guerrero,730269174,Stub
33024,Nicaragua,Fernando Guzmán Solórzano,732471413,Stub
33025,Nicaragua,Dionisio de Herrera,800324330,Start
33026,Nicaragua,Gregorio Juárez,731567417,Stub
33027,Nicaragua,Benjamín Lacayo Sacasa,730269140,Start
33028,Nicaragua,Alfonso Lovo Cordero,705347152,Stub
33029,Nicaragua,Salvador Machado,801473282,Start
33030,Nicaragua,Emiliano Madriz,705346938,Stub
33031,Nicaragua,José Madriz,705347141,Stub
33032,Nicaragua,Manuel Pérez (President of Nicaragua),767608167,Start
33033,Nicaragua,Bartolomé Martínez,803978387,Stub
33034,Nicaragua,Tomás Martínez,804087002,Stub
33035,Nicaragua,Luis Mena,543225630,Stub
33036,Nicaragua,José María Moncada,702098995,Stub
33037,Nicaragua,Orlando Montenegro Medrano,660579437,Stub
33038,Nicaragua,Miguel Ramón Morales,752194558,Stub
33039,Nicaragua,Miguel R. Morales,713504371,Stub
33040,Nicaragua,José Núñez (President of Nicaragua),705349167,Stub
33041,Nicaragua,Juan de Dios Orozco,705347079,Start
33042,Nicaragua,Daniel Ortega,798094351,Stub
33043,Nicaragua,Nicolás Osorno,794382528,Stub
33044,Nicaragua,Laureano Pineda,766167649,Stub
33045,Nicaragua,Norberto Ramírez,705349064,Start
33046,Nicaragua,Patricio Rivas,786805489,Stub
33047,Nicaragua,Evaristo Rocha,705349213,Stub
33048,Nicaragua,Víctor Manuel Román y Reyes,705347224,Start
33049,Nicaragua,Benito Rosales,803977902,Stub
33050,Nicaragua,Roberto Sacasa,796943261,C
33051,Nicaragua,Juan Bautista Sacasa,802378209,Start
33052,Nicaragua,José León Sandoval,800323955,Start
33053,Nicaragua,René Schick,798483512,C
33054,Nicaragua,Silvestre Selva,749594491,Stub
33055,Nicaragua,Carlos José Solórzano,804847983,C
33056,Nicaragua,Luis Somoza Debayle,800350441,C
33057,Nicaragua,Toribio Terán,789002958,Start
33058,Nicaragua,Hilario Ulloa (Nicaragua politician),739461934,Start
33059,Nicaragua,Francisco Urcuyo,803027769,Stub
33060,Nicaragua,Sebastián Uriza,791514498,Stub
33061,Nicaragua,Tomás Valladares,802463869,Stub
33062,Nicaragua,William Walker (filibuster),779408588,Start
33063,Nicaragua,Joaquín Zavala,802789644,Start
33064,Nicaragua,José Santos Zelaya,776455092,Stub
33065,Nicaragua,Alexis Argüello,779400398,Start
33066,Nicaragua,Vice President of Nicaragua,730269214,Start
33067,Nicaragua,Virgilio Godoy,705349092,Stub
33068,Nicaragua,Moises Omar Halleslevens Acevedo,779398522,Start
33069,Nicaragua,Jaime Morales Carazo,795546112,Start
33070,Nicaragua,Rosario Murillo,705347018,Stub
33071,Nicaragua,Francisco Navarro,777618960,Stub
33072,Nicaragua,José Rizo Castellón,800183050,C
33073,Nicaragua,Template:Nicaragua-politician-stub,800324621,Start
33074,Nicaragua,Template:Nicaragua-mayor-stub,804885161,Start
33075,Nicaragua,Fernando Agüero,779732906,Start
33076,Nicaragua,Fabio Gadea Mantilla,798515840,Start
33077,Nicaragua,Samuel Santos López,779398761,Start
33078,Nicaragua,Oscar Danilo Blandón,751053462,Stub
33079,Nicaragua,José Francisco Cardenal,803976340,Start
33080,Nicaragua,Daisy Torres,785012815,Stub
33081,Nicaragua,Miguel Larreynaga,804451514,Stub
33082,Nigeria,"List of Governors of Northern Region, Nigeria",756827056,Stub
33083,Nigeria,Khairat Abdulrazaq-Gwadabe,797214276,Start
33084,Nigeria,Amina Titi Atiku-Abubakar,799410971,Start
33085,Nigeria,Catherine Obianuju Acholonu,779399917,Start
33086,Nigeria,Oluranti Adebule,803978207,Stub
33087,Nigeria,Elizabeth Adekogbe,779397776,Start
33088,Nigeria,Mojisola Adekunle-Obasanjo,784158502,Start
33089,Nigeria,Kemi Adeosun,795702614,C
33090,Nigeria,Jumoke Akindele,779617071,Start
33091,Nigeria,Rita Akpan,755850403,Stub
33092,Nigeria,Dora Akunyili,705346996,Stub
33093,Nigeria,Patricia Akwashiki,705346888,Stub
33094,Nigeria,Halima Tayo Alao,705347032,Stub
33095,Nigeria,Diezani Alison-Madueke,800322544,Start
33096,Nigeria,Judith Amaechi,805089641,Stub
33097,Nigeria,Josephine Anenih,801266863,C
33098,Nigeria,Iyabo Anisulowo,443470532,Stub
33099,Nigeria,Grace Folashade Bent,567212908,Stub
33100,Nigeria,Kofoworola Bucknor,787427764,Start
33101,Nigeria,Saudatu Bungudu,800470827,C
33102,Nigeria,Kema Chikwe,790411731,C
33103,Nigeria,Maryam Ciroma,779397867,Start
33104,Nigeria,Abike Dabiri,805928667,Start
